mandi_pair,distance_km,fuel_needed_4kmpl,fuel_cost_95,toll,maintenance,hamali,crates_120piece_150perpiece,Kanta_300_per_mandi,Bhatta,Total expense,average_per_km,,
From Maharashtra-Jalgaon-Jalgaon APMC to Maharashtra-Satara-Satara APMC,480,120,11400,2400,1440,1600,18000,600,680,36120,75.25,,
From Maharashtra-Pune-Pune APMC to Haryana-Hissar-Hissar APMC,1510,377.5,35862.5,7550,4530,1600,18000,600,1710,69852.5,46.25993377,,
From Gujarat-Ahmedabad-Ahmedabad APMC to Andhra Pradesh-Chittor-Madanapalli APMC,1510,377.5,35862.5,7550,4530,1600,18000,600,1710,69852.5,46.25993377,,
From Karnataka-Shimoga-Shimoga APMC to Karnataka-Bangalore-Ramanagara APMC,330,82.5,7837.5,1650,990,1600,18000,600,530,31207.5,94.56818182,,
From Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC to Uttar Pradesh-Ghaziabad-Ghaziabad APMC,1210,302.5,28737.5,6050,3630,1600,18000,600,1410,60027.5,49.60950413,,
From Gujarat-Vadodara(Baroda)-Padra APMC to Gujarat-Morbi-Morbi APMC,320,80,7600,1600,960,1600,18000,600,520,30880,96.5,,
From Gujarat-Morbi-Morbi APMC to Haryana-Sonipat-Sonepat APMC,1210,302.5,28737.5,6050,3630,1600,18000,600,1410,60027.5,49.60950413,,
From Maharashtra-Pune-Junnar(Narayangaon) APMC to Haryana-Hissar-Barwala(Hisar) APMC,1410,352.5,33487.5,7050,4230,1600,18000,600,1610,66577.5,47.21808511,,
From Gujarat-Bharuch-Ankleshwar APMC to Rajasthan-Bikaner-Bikaner (F&V) APMC,1010,252.5,23987.5,5050,3030,1600,18000,600,1210,53477.5,52.9480198,,
From Uttar Pradesh-Banda-Banda APMC to Haryana-Hissar-Hansi APMC,730,182.5,17337.5,3650,2190,1600,18000,600,930,44307.5,60.69520548,,
From Maharashtra-Kolhapur-Kolhapur APMC to Maharashtra-Nashik-Pimpalgaon APMC,450,112.5,10687.5,2250,1350,1600,18000,600,650,35137.5,78.08333333,,
From Gujarat-Ahmedabad-Ahmedabad APMC to Haryana-Sirsa-Sirsa APMC,960,240,22800,4800,2880,1600,18000,600,1160,51840,54,,
From Karnataka-Kolar-Kolar APMC to Haryana-Hissar-Hissar APMC,2130,532.5,50587.5,10650,6390,1600,18000,600,2330,90157.5,42.32746479,,
From Haryana-Rewari-Rewari APMC to Rajasthan-Udaipur-Udaipur (F&V) APMC,630,157.5,14962.5,3150,1890,1600,18000,600,830,41032.5,65.13095238,,
From Punjab-Ludhiana-Khanna APMC to Haryana-Gurgaon-Gurgaon APMC,300,75,7125,1500,900,1600,18000,600,500,30225,100.75,,
From Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC to Gujarat-Ahmedabad-Ahmedabad APMC,220,55,5225,1100,660,1600,18000,600,420,27605,125.4772727,,
From Maharashtra-Nashik-Pimpalgaon APMC to Maharashtra-Kolhapur-Vadgaonpeth APMC,470,117.5,11162.5,2350,1410,1600,18000,600,670,35792.5,76.15425532,,
From Gujarat-Vadodara(Baroda)-Padra APMC to Haryana-Hissar-Hansi APMC,1110,277.5,26362.5,5550,3330,1600,18000,600,1310,56752.5,51.12837838,,
From Haryana-Sonipat-Gohana APMC to Haryana-Bhiwani-Ch. Dadri APMC,90,22.5,2137.5,450,270,1600,18000,600,290,23347.5,259.4166667,,
From Maharashtra-Sholapur-Solapur APMC to Haryana-Panipat-Panipat APMC,1610,402.5,38237.5,8050,4830,1600,18000,600,1810,73127.5,45.42080745,,
From Gujarat-Navsari-Navsari APMC to Haryana-Jhajar-Jhajjar APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Maharashtra-Pune-Khed(Chakan) APMC to Haryana-Kurukshetra-Thanesar APMC,1510,377.5,35862.5,7550,4530,1600,18000,600,1710,69852.5,46.25993377,,
From Haryana-Panipat-Panipat APMC to Gujarat-Dahod-Dahod(Veg. Market) APMC,1010,252.5,23987.5,5050,3030,1600,18000,600,1210,53477.5,52.9480198,,
From Gujarat-Bharuch-Ankleshwar APMC to Rajasthan-Alwar-Alwar APMC,1050,262.5,24937.5,5250,3150,1600,18000,600,1250,54787.5,52.17857143,,
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Sholapur-Mangal Wedha APMC,55,13.75,1306.25,275,165,1600,18000,600,255,22201.25,403.6590909,,
From Maharashtra-Pune-Pune(Moshi) APMC to Haryana-Hissar-Barwala(Hisar) APMC,1510,377.5,35862.5,7550,4530,1600,18000,600,1710,69852.5,46.25993377,,
From Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC to Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC,700,175,16625,3500,2100,1600,18000,600,900,43325,61.89285714,,
From Andhra Pradesh-Chittor-Punganur APMC to Haryana-Hissar-Hansi APMC,2160,540,51300,10800,6480,1600,18000,600,2360,91140,42.19444444,,
From Andhra Pradesh-Kurnool-Pattikonda APMC to Uttar Pradesh-Barabanki-Barabanki APMC,1640,410,38950,8200,4920,1600,18000,600,1840,74110,45.18902439,,
From Maharashtra-Pune-Pune(Manjri) APMC to Haryana-Hissar-Hissar APMC,1510,377.5,35862.5,7550,4530,1600,18000,600,1710,69852.5,46.25993377,,
From Uttar Pradesh-Balrampur-Balrampur APMC to Haryana-Hissar-Hansi APMC,850,212.5,20187.5,4250,2550,1600,18000,600,1050,48237.5,56.75,,
From Maharashtra-Pune-Pune(Moshi) APMC to Haryana-Fatehabad-Fatehabad APMC,1530,382.5,36337.5,7650,4590,1600,18000,600,1730,70507.5,46.08333333,,
From Andhra Pradesh-Chittor-Punganur APMC to Andhra Pradesh-Annamayya-Valmikipuram APMC,50,12.5,1187.5,250,150,1600,18000,600,250,22037.5,440.75,,
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Maharashtra-Pune-Pune APMC,750,187.5,17812.5,3750,2250,1600,18000,600,950,44962.5,59.95,,
From Punjab-Patiala-Patran APMC to Punjab-Patiala-Patiala APMC,70,17.5,1662.5,350,210,1600,18000,600,270,22692.5,324.1785714,,
From Rajasthan-Jaipur-Jaipur (F&V) APMC to Andhra Pradesh-Chittor-Palamaner APMC,1980,495,47025,9900,5940,1600,18000,600,2180,85245,43.0530303,,
"From Rajasthan-Jaipur-Jaipur (F&V) APMC to Haryana-Karnal-New Grain Market(main), Karnal APMC",340,85,8075,1700,1020,1600,18000,600,540,31535,92.75,,
From Maharashtra-Pune-Pune APMC to Haryana-Panipat-Panipat APMC,1540,385,36575,7700,4620,1600,18000,600,1740,70835,45.99675325,,
From Gujarat-Navsari-Navsari APMC to Maharashtra-Pune-Pune(Manjri) APMC,300,75,7125,1500,900,1600,18000,600,500,30225,100.75,,
From Andhra Pradesh-Chittor-Punganur APMC to Andhra Pradesh-Chittor-Palamaner APMC,35,8.75,831.25,175,105,1600,18000,600,235,21546.25,615.6071429,,
"From Andhra Pradesh-Chittor-Madanapalli APMC to Haryana-Karnal-New Grain Market(main), Karnal APMC",2250,562.5,53437.5,11250,6750,1600,18000,600,2450,94087.5,41.81666667,,
From Rajasthan-Jaipur-Jaipur (F&V) APMC to NCT of Delhi-Delhi-Keshopur APMC,270,67.5,6412.5,1350,810,1600,18000,600,470,29242.5,108.3055556,,
"From Maharashtra-Jalgaon-Jalgaon APMC to Gujarat-Gandhinagar-Kalol(Veg,Market,Kalol) APMC",440,110,10450,2200,1320,1600,18000,600,640,34810,79.11363636,,
From Gujarat-Morbi-Morbi APMC to NCT of Delhi-Delhi-Keshopur APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Haryana-Kurukshetra-Thanesar APMC to Maharashtra-Pune-Pune(Manjri) APMC,1610,402.5,38237.5,8050,4830,1600,18000,600,1810,73127.5,45.42080745,,
From Andhra Pradesh-Chittor-Punganur APMC to Uttar Pradesh-Basti-Basti APMC,1910,477.5,45362.5,9550,5730,1600,18000,600,2110,82952.5,43.43062827,,
From Karnataka-Kolar-Kolar APMC to Gujarat-Mehsana-Mehsana(Mehsana Veg) APMC,1630,407.5,38712.5,8150,4890,1600,18000,600,1830,73782.5,45.26533742,,
From Karnataka-Kolar-Chintamani APMC to Maharashtra-Kolhapur-Kolhapur APMC,790,197.5,18762.5,3950,2370,1600,18000,600,990,46272.5,58.57278481,,
"From NCT of Delhi-Delhi-Azadpur APMC to NCT of Delhi-Delhi-Fruit&Vegetable Market,Gazipur APMC",25,6.25,593.75,125,75,1600,18000,600,225,21218.75,848.75,,
From Haryana-Gurgaon-Gurgaon APMC to Punjab-Patiala-Patran APMC,230,57.5,5462.5,1150,690,1600,18000,600,430,27932.5,121.4456522,,
From Maharashtra-Nashik-Pimpalgaon APMC to Rajasthan-Jaipur-Chomu FV APMC,1020,255,24225,5100,3060,1600,18000,600,1220,53805,52.75,,
From Maharashtra-Nagpur-Nagpur APMC to Haryana-Kurukshetra-Thanesar APMC,1410,352.5,33487.5,7050,4230,1600,18000,600,1610,66577.5,47.21808511,,
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Maharashtra-Nashik-Pimpalgaon APMC,730,182.5,17337.5,3650,2190,1600,18000,600,930,44307.5,60.69520548,,
From Gujarat-Surat-Surat APMC to Uttar Pradesh-Barabanki-Barabanki APMC,1390,347.5,33012.5,6950,4170,1600,18000,600,1590,65922.5,47.42625899,,
From Haryana-Hissar-Hansi APMC to Haryana-Sonipat-Sonepat APMC,130,32.5,3087.5,650,390,1600,18000,600,330,24657.5,189.6730769,,
"From Karnataka-Kolar-Mulabagilu APMC to Gujarat-Gandhinagar-Kalol(Veg,Market,Kalol) APMC",1560,390,37050,7800,4680,1600,18000,600,1760,71490,45.82692308,,
From Haryana-Rewari-Rewari APMC to Haryana-Rohtak-Rohtak APMC,80,20,1900,400,240,1600,18000,600,280,23020,287.75,,
From Gujarat-Dahod-Dahod(Veg. Market) APMC to Haryana-Hissar-Barwala(Hisar) APMC,1050,262.5,24937.5,5250,3150,1600,18000,600,1250,54787.5,52.17857143,,
From Punjab-Pathankot-Pathankot APMC to Punjab-Bhatinda-Bathinda APMC,320,80,7600,1600,960,1600,18000,600,520,30880,96.5,,
From Uttar Pradesh-Sonbhadra-Robertsganj APMC to Haryana-Faridabad-Ballabhgarh APMC,910,227.5,21612.5,4550,2730,1600,18000,600,1110,50202.5,55.16758242,,
From Maharashtra-Pune-Khed(Chakan) APMC to Haryana-Hissar-Barwala(Hisar) APMC,1510,377.5,35862.5,7550,4530,1600,18000,600,1710,69852.5,46.25993377,,
From Uttar Pradesh-Raebarelli-Raibareilly APMC to Uttar Pradesh-Gorakhpur-Gorakhpur APMC,250,62.5,5937.5,1250,750,1600,18000,600,450,28587.5,114.35,,
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Satara-Satara APMC,280,70,6650,1400,840,1600,18000,600,480,29570,105.6071429,,
From Gujarat-Morbi-Morbi APMC to Gujarat-Kheda-Nadiyad(Piplag) APMC,280,70,6650,1400,840,1600,18000,600,480,29570,105.6071429,,
From Karnataka-Kolar-Chintamani APMC to Maharashtra-Ahmednagar-Sangamner APMC,1040,260,24700,5200,3120,1600,18000,600,1240,54460,52.36538462,,
From Haryana-Faridabad-Ballabhgarh APMC to Punjab-Kapurthala-Phagwara APMC,400,100,9500,2000,1200,1600,18000,600,600,33500,83.75,,
From Punjab-Patiala-Patran APMC to Haryana-Jhajar-Jhajjar APMC,190,47.5,4512.5,950,570,1600,18000,600,390,26622.5,140.1184211,,
From Karnataka-Kolar-Chickkaballapura APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,280,70,6650,1400,840,1600,18000,600,480,29570,105.6071429,,
From Uttar Pradesh-Barabanki-Safdarganj APMC to Gujarat-Kheda-Nadiyad(Piplag) APMC,1190,297.5,28262.5,5950,3570,1600,18000,600,1390,59372.5,49.89285714,,
From Andhra Pradesh-Chittor-Madanapalli APMC to Punjab-Kapurthala-Phagwara APMC,2460,615,58425,12300,7380,1600,18000,600,2660,100965,41.04268293,,
From Karnataka-Kolar-Kolar APMC to Maharashtra-Pune-Pune(Moshi) APMC,930,232.5,22087.5,4650,2790,1600,18000,600,1130,50857.5,54.68548387,,
From Uttar Pradesh-Auraiya-Auraiya APMC to Uttar Pradesh-Gonda-Nawabganj APMC,330,82.5,7837.5,1650,990,1600,18000,600,530,31207.5,94.56818182,,
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Madhya Pradesh-Indore-Indore(F&V) APMC,600,150,14250,3000,1800,1600,18000,600,800,40050,66.75,,
From Maharashtra-Jalgaon-Jalgaon APMC to Gujarat-Dahod-Dahod(Veg. Market) APMC,300,75,7125,1500,900,1600,18000,600,500,30225,100.75,,
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC,190,47.5,4512.5,950,570,1600,18000,600,390,26622.5,140.1184211,,
From Maharashtra-Nagpur-Hingna APMC to Maharashtra-Nagpur-Nagpur APMC,20,5,475,100,60,1600,18000,600,220,21055,1052.75,,
From Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC to Haryana-Kaithal-Kaithal APMC,1160,290,27550,5800,3480,1600,18000,600,1360,58390,50.3362069,,
"From Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC to Gujarat-Gandhinagar-Kalol(Veg,Market,Kalol) APMC",550,137.5,13062.5,2750,1650,1600,18000,600,750,38412.5,69.84090909,,
From Haryana-Faridabad-Ballabhgarh APMC to Haryana-Kaithal-Kaithal APMC,210,52.5,4987.5,1050,630,1600,18000,600,410,27277.5,129.8928571,,
From Maharashtra-Nashik-Pimpalgaon APMC to Gujarat-Mehsana-Mehsana(Mehsana Veg) APMC,530,132.5,12587.5,2650,1590,1600,18000,600,730,37757.5,71.24056604,,
From Gujarat-Morbi-Morbi APMC to Uttar Pradesh-Jhansi-Jhansi APMC,1010,252.5,23987.5,5050,3030,1600,18000,600,1210,53477.5,52.9480198,,
From Maharashtra-Pune-Pune(Manjri) APMC to Gujarat-Mehsana-Mehsana(Mehsana Veg) APMC,640,160,15200,3200,1920,1600,18000,600,840,41360,64.625,,
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Gujarat-Navsari-Navsari APMC,750,187.5,17812.5,3750,2250,1600,18000,600,950,44962.5,59.95,,
From Uttar Pradesh-Barabanki-Safdarganj APMC to Uttar Pradesh-Gonda-Nawabganj APMC,110,27.5,2612.5,550,330,1600,18000,600,310,24002.5,218.2045455,,
"From Karnataka-Kolar-Kolar APMC to Gujarat-Gandhinagar-Kalol(Veg,Market,Kalol) APMC",1540,385,36575,7700,4620,1600,18000,600,1740,70835,45.99675325,,
From Karnataka-Kolar-Kolar APMC to Maharashtra-Satara-Satara APMC,850,212.5,20187.5,4250,2550,1600,18000,600,1050,48237.5,56.75,,
From Maharashtra-Pune-Pune APMC to Maharashtra-Pune-Pune(Moshi) APMC,25,6.25,593.75,125,75,1600,18000,600,225,21218.75,848.75,,
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Kolhapur-Vadgaonpeth APMC,440,110,10450,2200,1320,1600,18000,600,640,34810,79.11363636,,
From Karnataka-Bangalore-Ramanagara APMC to Maharashtra-Satara-Vai APMC,850,212.5,20187.5,4250,2550,1600,18000,600,1050,48237.5,56.75,,
From Karnataka-Shimoga-Shimoga APMC to Karnataka-Chamrajnagar-Gundlupet APMC,340,85,8075,1700,1020,1600,18000,600,540,31535,92.75,,
From Gujarat-Bharuch-Ankleshwar APMC to Punjab-Ludhiana-Khanna APMC,1410,352.5,33487.5,7050,4230,1600,18000,600,1610,66577.5,47.21808511,,
"From Haryana-Karnal-New Grain Market(main), Karnal APMC to Haryana-Sonipat-Sonepat APMC",90,22.5,2137.5,450,270,1600,18000,600,290,23347.5,259.4166667,,
From Karnataka-Kolar-Kolar APMC to Gujarat-Dahod-Dahod(Veg. Market) APMC,1390,347.5,33012.5,6950,4170,1600,18000,600,1590,65922.5,47.42625899,,
From Karnataka-Kolar-Chickkaballapura APMC to Haryana-Kurukshetra-Thanesar APMC,2360,590,56050,11800,7080,1600,18000,600,2560,97690,41.3940678,,
From Andhra Pradesh-Chittor-Punganur APMC to Uttar Pradesh-Gorakhpur-Gorakhpur APMC,2010,502.5,47737.5,10050,6030,1600,18000,600,2210,86227.5,42.89925373,,
From Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC to Gujarat-Dahod-Dahod(Veg. Market) APMC,430,107.5,10212.5,2150,1290,1600,18000,600,630,34482.5,80.19186047,,
From Gujarat-Morbi-Morbi APMC to Uttar Pradesh-Ghaziabad-Ghaziabad APMC,1210,302.5,28737.5,6050,3630,1600,18000,600,1410,60027.5,49.60950413,,
From Karnataka-Kolar-Chickkaballapura APMC to Maharashtra-Satara-Vai APMC,850,212.5,20187.5,4250,2550,1600,18000,600,1050,48237.5,56.75,,
From Maharashtra-Nagpur-Nagpur APMC to Haryana-Hissar-Barwala(Hisar) APMC,1410,352.5,33487.5,7050,4230,1600,18000,600,1610,66577.5,47.21808511,,
From Gujarat-Surat-Surat APMC to Uttar Pradesh-Ghaziabad-Ghaziabad APMC,1180,295,28025,5900,3540,1600,18000,600,1380,59045,50.03813559,,
From Rajasthan-Sikar-Sikar APMC to Uttar Pradesh-Mathura-Kosikalan APMC,240,60,5700,1200,720,1600,18000,600,440,28260,117.75,,
From Rajasthan-Sikar-Sikar APMC to Uttar Pradesh-Banda-Banda APMC,680,170,16150,3400,2040,1600,18000,600,880,42670,62.75,,
From Uttar Pradesh-Kannuj-Kannauj APMC to Uttar Pradesh-Gorakhpur-Gorakhpur APMC,410,102.5,9737.5,2050,1230,1600,18000,600,610,33827.5,82.50609756,,
From Gujarat-Ahmedabad-Ahmedabad APMC to Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC,215,53.75,5106.25,1075,645,1600,18000,600,415,27441.25,127.6337209,,
From Punjab-Ludhiana-Ludhiana APMC to NCT of Delhi-Delhi-Azadpur APMC,310,77.5,7362.5,1550,930,1600,18000,600,510,30552.5,98.55645161,,
From Haryana-Rewari-Rewari APMC to Uttar Pradesh-Lakhimpur-Lakhimpur APMC,520,130,12350,2600,1560,1600,18000,600,720,37430,71.98076923,,
From Karnataka-Bangalore-Ramanagara APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,240,60,5700,1200,720,1600,18000,600,440,28260,117.75,,
From Gujarat-Surat-Surat APMC to Uttar Pradesh-Jhansi-Jhansi APMC,850,212.5,20187.5,4250,2550,1600,18000,600,1050,48237.5,56.75,,
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Jalgaon-Jalgaon APMC,240,60,5700,1200,720,1600,18000,600,440,28260,117.75,,
From Karnataka-Kolar-Chintamani APMC to Karnataka-Mandya-K.R. Pet APMC,210,52.5,4987.5,1050,630,1600,18000,600,410,27277.5,129.8928571,,
From Uttar Pradesh-Jaunpur-Jaunpur APMC to Uttar Pradesh-Jhansi-Jhansi APMC,480,120,11400,2400,1440,1600,18000,600,680,36120,75.25,,
From Maharashtra-Nashik-Pimpalgaon APMC to Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC,550,137.5,13062.5,2750,1650,1600,18000,600,750,38412.5,69.84090909,,
From Rajasthan-Jaipur-Jaipur (F&V) APMC to Gujarat-Morbi-Morbi APMC,750,187.5,17812.5,3750,2250,1600,18000,600,950,44962.5,59.95,,
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Gujarat-Bharuch-Bharuch APMC,800,200,19000,4000,2400,1600,18000,600,1000,46600,58.25,,
From Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC to Haryana-Hissar-Hansi APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Gujarat-Bharuch-Ankleshwar APMC to Rajasthan-Jaipur-Chomu FV APMC,780,195,18525,3900,2340,1600,18000,600,980,45945,58.90384615,,
From Gujarat-Bharuch-Bharuch APMC to Haryana-Hissar-Hissar APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Gujarat-Vadodara(Baroda)-Padra APMC to Uttar Pradesh-Gorakhpur-Gorakhpur APMC,1450,362.5,34437.5,7250,4350,1600,18000,600,1650,67887.5,46.81896552,,
From Haryana-Rohtak-Rohtak APMC to Rajasthan-Bikaner-Bikaner (F&V) APMC,340,85,8075,1700,1020,1600,18000,600,540,31535,92.75,,
From Karnataka-Kolar-Kolar APMC to Gujarat-Porbandar-Porbandar APMC,1900,475,45125,9500,5700,1600,18000,600,2100,82625,43.48684211,,
From Karnataka-Kolar-Mulabagilu APMC to Maharashtra-Pune-Khed(Chakan) APMC,950,237.5,22562.5,4750,2850,1600,18000,600,1150,51512.5,54.22368421,,
From Maharashtra-Jalgaon-Jalgaon APMC to Maharashtra-Pune-Junnar(Narayangaon) APMC,340,85,8075,1700,1020,1600,18000,600,540,31535,92.75,,
From Uttar Pradesh-Raebarelli-Salon APMC to Haryana-Hissar-Hansi APMC,650,162.5,15437.5,3250,1950,1600,18000,600,850,41687.5,64.13461538,,
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Kolhapur-Kolhapur APMC,450,112.5,10687.5,2250,1350,1600,18000,600,650,35137.5,78.08333333,,
From Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC to Maharashtra-Pune-Pune(Moshi) APMC,240,60,5700,1200,720,1600,18000,600,440,28260,117.75,,
From Uttar Pradesh-Kannuj-Kannauj APMC to Uttar Pradesh-Pratapgarh-Pratapgarh APMC,250,62.5,5937.5,1250,750,1600,18000,600,450,28587.5,114.35,,
"From Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC to Gujarat-Gandhinagar-Kalol(Veg,Market,Kalol) APMC",260,65,6175,1300,780,1600,18000,600,460,28915,111.2115385,,
From Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC to Gujarat-Mehsana-Mehsana(Mehsana Veg) APMC,550,137.5,13062.5,2750,1650,1600,18000,600,750,38412.5,69.84090909,,
From Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC to Uttar Pradesh-Jhansi-Jhansi APMC,1050,262.5,24937.5,5250,3150,1600,18000,600,1250,54787.5,52.17857143,,
From Uttar Pradesh-Pratapgarh-Pratapgarh APMC to Haryana-Kaithal-Kaithal APMC,750,187.5,17812.5,3750,2250,1600,18000,600,950,44962.5,59.95,,
From Karnataka-Kolar-Chickkaballapura APMC to Maharashtra-Pune-Pune(Manjri) APMC,850,212.5,20187.5,4250,2550,1600,18000,600,1050,48237.5,56.75,,
From Gujarat-Ahmedabad-Ahmedabad APMC to Rajasthan-Jaipur-Jaipur (F&V) APMC,670,167.5,15912.5,3350,2010,1600,18000,600,870,42342.5,63.19776119,,
From Haryana-Hissar-Hansi APMC to NCT of Delhi-Delhi-Keshopur APMC,140,35,3325,700,420,1600,18000,600,340,24985,178.4642857,,
From Rajasthan-Jaipur-Jaipur (F&V) APMC to Haryana-Hissar-Hansi APMC,260,65,6175,1300,780,1600,18000,600,460,28915,111.2115385,,
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Nashik-Nasik APMC,420,105,9975,2100,1260,1600,18000,600,620,34155,81.32142857,,
From Uttar Pradesh-Barabanki-Safdarganj APMC to Haryana-Kaithal-Kaithal APMC,650,162.5,15437.5,3250,1950,1600,18000,600,850,41687.5,64.13461538,,
From Andhra Pradesh-Annamayya-Valmikipuram APMC to Haryana-Kaithal-Kaithal APMC,2200,550,52250,11000,6600,1600,18000,600,2400,92450,42.02272727,,
From Haryana-Jhajar-Bahadurgarh APMC to Haryana-Sonipat-Sonepat APMC,50,12.5,1187.5,250,150,1600,18000,600,250,22037.5,440.75,,
From Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC to Maharashtra-Sangli-Islampur APMC,1050,262.5,24937.5,5250,3150,1600,18000,600,1250,54787.5,52.17857143,,
From Gujarat-Vadodara(Baroda)-Padra APMC to Uttar Pradesh-Ghaziabad-Noida APMC,1000,250,23750,5000,3000,1600,18000,600,1200,53150,53.15,,
From Karnataka-Kolar-Kolar APMC to Maharashtra-Pune-Junnar(Narayangaon) APMC,950,237.5,22562.5,4750,2850,1600,18000,600,1150,51512.5,54.22368421,,
From Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC to Maharashtra-Satara-Satara APMC,320,80,7600,1600,960,1600,18000,600,520,30880,96.5,,
From Punjab-Ludhiana-Ludhiana APMC to Haryana-Faridabad-Ballabhgarh APMC,350,87.5,8312.5,1750,1050,1600,18000,600,550,31862.5,91.03571429,,
From Andhra Pradesh-Annamayya-Valmikipuram APMC to NCT of Delhi-Delhi-Keshopur APMC,2050,512.5,48687.5,10250,6150,1600,18000,600,2250,87537.5,42.70121951,,
"From Gujarat-Anand-Anand(Veg,Yard,Anand) APMC to Rajasthan-Kota-Kota (F&V) APMC",550,137.5,13062.5,2750,1650,1600,18000,600,750,38412.5,69.84090909,,
From Gujarat-Surat-Surat APMC to NCT of Delhi-Delhi-Azadpur APMC,1150,287.5,27312.5,5750,3450,1600,18000,600,1350,58062.5,50.48913043,,
From Maharashtra-Ahmednagar-Sangamner APMC to Rajasthan-Jaipur-Chomu FV APMC,1050,262.5,24937.5,5250,3150,1600,18000,600,1250,54787.5,52.17857143,,
From Gujarat-Navsari-Navsari APMC to Haryana-Fatehabad-Ratia APMC,1350,337.5,32062.5,6750,4050,1600,18000,600,1550,64612.5,47.86111111,,
From Punjab-Patiala-Patran APMC to Rajasthan-Hanumangarh-HanumangarhTown APMC,180,45,4275,900,540,1600,18000,600,380,26295,146.0833333,,
From Gujarat-Morbi-Morbi APMC to Andhra Pradesh-Chittor-Madanapalli APMC,1550,387.5,36812.5,7750,4650,1600,18000,600,1750,71162.5,45.91129032,,
From Maharashtra-Jalgaon-Jalgaon APMC to Maharashtra-Pune-Pune(Moshi) APMC,390,97.5,9262.5,1950,1170,1600,18000,600,590,33172.5,85.05769231,,
From Punjab-Ludhiana-Ludhiana APMC to Uttar Pradesh-Pratapgarh-Pratapgarh APMC,850,212.5,20187.5,4250,2550,1600,18000,600,1050,48237.5,56.75,,
From Gujarat-Mehsana-Mehsana(Mehsana Veg) APMC to Maharashtra-Pune-Khed(Chakan) APMC,630,157.5,14962.5,3150,1890,1600,18000,600,830,41032.5,65.13095238,,
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Nashik-Pimpalgaon APMC,110,27.5,2612.5,550,330,1600,18000,600,310,24002.5,218.2045455,,
From Karnataka-Chamrajnagar-Gundlupet APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,240,60,5700,1200,720,1600,18000,600,440,28260,117.75,,
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Pune-Pune APMC,210,52.5,4987.5,1050,630,1600,18000,600,410,27277.5,129.8928571,,
From Gujarat-Mehsana-Mehsana(Mehsana Veg) APMC to Maharashtra-Sangli-Islampur APMC,850,212.5,20187.5,4250,2550,1600,18000,600,1050,48237.5,56.75,,
From Maharashtra-Ahmednagar-Sangamner APMC to Gujarat-Dahod-Dahod(Veg. Market) APMC,380,95,9025,1900,1140,1600,18000,600,580,32845,86.43421053,,
From Karnataka-Kalburgi-Kalburgi APMC to Maharashtra-Satara-Satara APMC,320,80,7600,1600,960,1600,18000,600,520,30880,96.5,,
From Gujarat-Vadodara(Baroda)-Padra APMC to NCT of Delhi-Delhi-Azadpur APMC,1000,250,23750,5000,3000,1600,18000,600,1200,53150,53.15,,
