"mandi_pair","analysis_grade","consecutive_months","avg_quantity_gap_MT","gross_price_advantage","loss_to_spoilage","net_price_advantage","distance_km","total_transport_cost","profit_per_trip"
From Maharashtra-Nashik-Pimpalgaon APMC to Maharashtra-Pune-Pune(Moshi) APMC,Local,3,743.4730098605099,20370.3,1018.515,19351.785,205,9560.0,9791.785
From Karnataka-Kolar-Kolar APMC to Karnataka-Kolar-Chickkaballapura APMC,Local,3,501.3186871035941,15371.4,768.57,14602.83,65,5080.0,9522.83
From Maharashtra-Nashik-Pimpalgaon APMC to Gujarat-Navsari-Navsari APMC,Local,4,574.0295941274665,21758.699999999997,1087.935,20670.764999999996,255,11160.0,9510.764999999996
From Karnataka-Kolar-Kolar APMC to Karnataka-Hassan-Hassan APMC,Local,3,484.4579797979798,21988.5,1099.425,20889.075,265,11480.0,9409.075
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Rajasthan-Jaipur-Chomu FV APMC,Other,3,106.71320075757576,18728.699999999997,936.435,17792.264999999996,170,8440.0,9352.264999999996
From Haryana-Hissar-Hissar APMC to Haryana-Fatehabad-Fatehabad APMC,Local,3,10.177543859649123,14604.6,730.23,13874.37,50,4600.0,9274.37
From Haryana-Hissar-Hansi APMC to Punjab-Kapurthala-Phagwara APMC,FAQ,5,4.012195703142519,20736.600000000002,1036.8300000000002,19699.77,235,10520.0,9179.77
From Maharashtra-Nashik-Pimpalgaon APMC to Maharashtra-Satara-Vai APMC,Local,5,124.87356338383839,23412.0,1170.6000000000001,22241.4,315,13080.0,9161.400000000001
From Maharashtra-Sholapur-Solapur APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,Local,6,9.922226450689566,32500.199999999997,1625.01,30875.19,585,21720.0,9155.189999999999
From Haryana-Gurgaon-Gurgaon APMC to Rajasthan-Bikaner-Bikaner (F&V) APMC,Other,3,38.18669960474308,27777.3,1388.865,26388.434999999998,445,17240.0,9148.434999999998
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Pune-Khed(Chakan) APMC,Local,6,83.09334720822181,19352.100000000002,967.6050000000001,18384.495000000003,195,9240.0,9144.495000000003
From Maharashtra-Pune-Junnar(Narayangaon) APMC to Maharashtra-Satara-Vai APMC,Local,5,200.5808097155904,19658.399999999998,982.92,18675.48,205,9560.0,9115.48
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Rajasthan-Ganganagar-Sriganganagar (F&V) APMC,Other,3,24.607692307692307,37324.200000000004,1866.2100000000003,35457.990000000005,730,26360.0,9097.990000000005
From NCT of Delhi-Delhi-Azadpur APMC to Haryana-Jhajar-Bahadurgarh APMC,FAQ,5,601.9422432639824,13854.3,692.715,13161.585,35,4120.0,9041.585
From Punjab-Ludhiana-Ludhiana APMC to Haryana-Kaithal-Kaithal APMC,FAQ,5,36.69486197205613,18891.0,944.5500000000001,17946.45,185,8920.0,9026.45
From Maharashtra-Pune-Pune APMC to Maharashtra-Pune-Khed(Chakan) APMC,Local,6,184.24983354062343,13738.5,686.9250000000001,13051.575,35,4120.0,8931.575
From Uttar Pradesh-Barabanki-Safdarganj APMC to Uttar Pradesh-Gonda-Nawabganj APMC,FAQ,3,11.034567901234567,16220.399999999998,811.02,15409.379999999997,110,6520.0,8889.379999999997
From Gujarat-Surat-Surat APMC to Gujarat-Porbandar-Porbandar APMC,FAQ,4,358.34978399887086,30840.0,1542.0,29298.0,545,20440.0,8858.0
From Punjab-Patiala-Patran APMC to Haryana-Fatehabad-Ratia APMC,Other,5,5.210779737806053,15074.7,753.7350000000001,14320.965,80,5560.0,8760.965
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Haryana-Bhiwani-Ch. Dadri APMC,Other,5,74.57510680656443,23956.199999999997,1197.81,22758.389999999996,345,14040.0,8718.389999999996
From Maharashtra-Sholapur-Solapur APMC to Karnataka-Chamrajnagar-Gundlupet APMC,Local,4,15.437124134578253,34686.0,1734.3000000000002,32951.7,665,24280.0,8671.699999999997
From Maharashtra-Pune-Pune(Moshi) APMC to Gujarat-Navsari-Navsari APMC,Local,3,37.44426368952684,23752.8,1187.64,22565.16,345,14040.0,8525.16
From Maharashtra-Pune-Junnar(Narayangaon) APMC to Maharashtra-Mumbai-Mumbai APMC,Local,3,48.86059282668291,17621.4,881.0700000000002,16740.33,165,8280.0,8460.330000000002
From Gujarat-Surat-Surat APMC to Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC,FAQ,3,242.59240998482724,27383.399999999998,1369.17,26014.229999999996,465,17880.0,8134.229999999996
From Maharashtra-Amarawati-Amrawati(Frui & Veg. Market) APMC to Maharashtra-Nagpur-Kamthi APMC,Local,3,7.6468660968660975,17574.0,878.7,16695.3,175,8600.0,8095.299999999999
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Satara-Satara APMC,Local,6,17.114111937223324,19895.7,994.7850000000001,18900.915,245,10840.0,8060.915000000001
From Karnataka-Kolar-Mulabagilu APMC to Karnataka-Kolar-Chickkaballapura APMC,Local,3,187.57562867349452,14940.0,747.0,14193.0,100,6200.0,7993.0
From Haryana-Gurgaon-Gurgaon APMC to Rajasthan-Ganganagar-Sriganganagar (F&V) APMC,Other,3,63.54698292361844,25883.399999999998,1294.17,24589.229999999996,425,16600.0,7989.229999999996
From Maharashtra-Kolhapur-Kolhapur APMC to Maharashtra-Sangli-Islampur APMC,Local,3,13.543101343101343,13064.1,653.205,12410.895,45,4440.0,7970.895
From Haryana-Gurgaon-Gurgaon APMC to Haryana-Rewari-Rewari APMC,Other,4,75.79826648410653,13322.4,666.12,12656.279999999999,55,4760.0,7896.279999999999
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Haryana-Jhajar-Jhajjar APMC,Other,6,37.48578087247753,33480.3,1674.0150000000003,31806.285000000003,655,23960.0,7846.2850000000035
From Uttar Pradesh-Mirzapur-Ahirora APMC to Rajasthan-Alwar-Alwar APMC,Other,4,83.88780676845484,38679.6,1933.98,36745.619999999995,810,28920.0,7825.619999999995
From Rajasthan-Jaipur-Jaipur (F&V) APMC to Haryana-Jhajar-Bahadurgarh APMC,FAQ,5,201.57847280548305,20318.399999999998,1015.92,19302.48,265,11480.0,7822.48
From Rajasthan-Sikar-Sikar APMC to Haryana-Faridabad-Ballabhgarh APMC,FAQ,6,32.78517652331448,21614.7,1080.7350000000001,20533.965,305,12760.0,7773.965
From Karnataka-Kolar-Mulabagilu APMC to Karnataka-Hassan-Hassan APMC,Local,3,169.70285714285714,21117.899999999998,1055.895,20062.004999999997,295,12440.0,7622.004999999997
From Maharashtra-Pune-Pune APMC to Maharashtra-Mumbai-Mumbai APMC,Local,3,11.800326765322518,16205.099999999999,810.255,15394.845,150,7800.0,7594.844999999999
From Rajasthan-Jodhpur-Jodhpur (F&V) APMC to Rajasthan-Ganganagar-Sriganganagar (F&V) APMC,Other,3,88.42623987854252,27135.899999999998,1356.795,25779.104999999996,480,18360.0,7419.104999999996
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Haryana-Fatehabad-Ratia APMC,Other,5,68.1448686446328,27217.5,1360.875,25856.625,485,18520.0,7336.625
"From Maharashtra-Nashik-Nasik APMC to Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC",Local,6,56.510412104397254,45500.100000000006,2275.0050000000006,43225.09500000001,1030,35960.0,7265.095000000008
From Maharashtra-Sholapur-Solapur APMC to Gujarat-Mehsana-Mehsana(Mehsana Veg) APMC,Local,3,12.866096425074753,40719.299999999996,2035.965,38683.335,890,31480.0,7203.334999999999
From Uttar Pradesh-Jaunpur-Jaunpur APMC to Uttar Pradesh-Pratapgarh-Pratapgarh APMC,FAQ,3,31.02049321854273,14025.9,701.2950000000001,13324.605,100,6200.0,7124.605
From Uttar Pradesh-Barabanki-Safdarganj APMC to Haryana-Jhajar-Bahadurgarh APMC,FAQ,4,8.751041586842012,31339.800000000003,1566.9900000000002,29772.81,615,22680.0,7092.810000000001
From Uttar Pradesh-Mirzapur-Ahirora APMC to Haryana-Bhiwani-Bhiwani APMC,Other,3,90.64233511586453,40485.3,2024.2650000000003,38461.035,890,31480.0,6981.0350000000035
From Maharashtra-Pune-Pune(Manjri) APMC to Maharashtra-Satara-Vai APMC,Local,6,34.336041134707195,14144.7,707.2350000000001,13437.465,110,6520.0,6917.465
From NCT of Delhi-Delhi-Azadpur APMC to NCT of Delhi-Delhi-Keshopur APMC,FAQ,5,418.7274645765394,11044.800000000001,552.2400000000001,10492.560000000001,18,3576.0,6916.560000000001
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Haryana-Gurgaon-Pataudi APMC,Other,6,41.19649645969499,30372.3,1518.615,28853.684999999998,595,22040.0,6813.684999999998
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Haryana-Sonipat-Gohana APMC,Other,5,74.69584353753002,24886.5,1244.325,23642.175,435,16920.0,6722.174999999999
From Rajasthan-Kota-Kota (F&V) APMC to Rajasthan-Ganganagar-Sriganganagar (F&V) APMC,Other,3,33.43077930333079,34703.4,1735.17,32968.23,730,26360.0,6608.230000000003
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Nashik-Pimpalgaon APMC,Local,3,46.29575909470646,11275.800000000001,563.7900000000001,10712.01,35,4120.0,6592.01
From Haryana-Sonipat-Sonepat APMC to Haryana-Sirsa-Sirsa APMC,FAQ,4,17.456808972651327,18834.3,941.715,17892.585,260,11320.0,6572.584999999999
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Ahmednagar-Ahmednagar APMC,Local,3,6.297293447293448,17716.8,885.84,16830.96,230,10360.0,6470.959999999999
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC,Local,5,90.79177078161865,16296.300000000001,814.815,15481.485,190,9080.0,6401.485000000001
From Haryana-Hissar-Hansi APMC to Haryana-Sirsa-Sirsa APMC,FAQ,3,6.980154007963339,14213.4,710.6700000000001,13502.73,130,7160.0,6342.73
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Haryana-Rohtak-Rohtak APMC,Other,4,32.4519375,22450.8,1122.54,21328.26,375,15000.0,6328.259999999998
From Rajasthan-Sikar-Sikar APMC to Rajasthan-Bhilwara-Bhilwara APMC,FAQ,3,30.033210945012673,22100.7,1105.035,20995.665,365,14680.0,6315.665000000001
From Haryana-Hissar-Hansi APMC to Haryana-Kaithal-Kaithal APMC,FAQ,3,5.625936766034328,12498.300000000001,624.9150000000001,11873.385,90,5880.0,5993.385
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Gujarat-Surendranagar-Vadhvan APMC,Other,3,35.93268276324614,23085.899999999998,1154.2949999999998,21931.605,405,15960.0,5971.605
From Uttar Pradesh-Barabanki-Safdarganj APMC to Uttar Pradesh-Pratapgarh-Pratapgarh APMC,FAQ,3,10.254557394273705,14387.699999999999,719.385,13668.314999999999,150,7800.0,5868.314999999999
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Uttar Pradesh-Gonda-Nawabganj APMC,FAQ,3,32.96342625368463,39899.7,1994.985,37904.715,910,32120.0,5784.7149999999965
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Haryana-Gurgaon-Gurgaon APMC,Other,3,56.78160308758216,22177.8,1108.89,21068.91,385,15320.0,5748.91
"From Uttar Pradesh-Barabanki-Safdarganj APMC to Haryana-Karnal-New Grain Market(main), Karnal APMC",FAQ,3,5.50958665097279,29186.4,1459.3200000000002,27727.08,595,22040.0,5687.080000000002
From Punjab-Patiala-Patran APMC to Haryana-Bhiwani-Ch. Dadri APMC,Other,3,10.112497387669801,13839.6,691.98,13147.62,140,7480.0,5667.620000000001
From Haryana-Gurgaon-Gurgaon APMC to Punjab-Patiala-Patran APMC,Other,5,66.01151945315792,16636.199999999997,831.81,15804.389999999998,230,10360.0,5444.389999999998
From Maharashtra-Nashik-Pimpalgaon APMC to Karnataka-Mysore-Nanjangud APMC,Local,3,64.74281974342249,43902.3,2195.1150000000002,41707.185000000005,1040,36280.0,5427.185000000005
From Uttar Pradesh-Mirzapur-Ahirora APMC to Haryana-Sonipat-Gohana APMC,Other,5,90.629381773399,39483.9,1974.1950000000002,37509.705,910,32120.0,5389.705000000002
From Gujarat-Ahmedabad-Ahmedabad APMC to Gujarat-Vadodara(Baroda)-Padra APMC,FAQ,3,170.90249359959037,12852.6,642.6300000000001,12209.970000000001,120,6840.0,5369.970000000001
From Maharashtra-Pune-Khed(Chakan) APMC to Gujarat-Navsari-Navsari APMC,Local,3,15.368004402707792,20085.0,1004.25,19080.75,335,13720.0,5360.75
From Gujarat-Ahmedabad-Ahmedabad APMC to Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC,FAQ,3,65.98281335522715,16017.599999999999,800.88,15216.72,215,9880.0,5336.719999999999
From Karnataka-Kolar-Chintamani APMC to Karnataka-Mandya-K.R. Pet APMC,Local,3,29.6875,15954.3,797.715,15156.585,220,10040.0,5116.584999999999
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Satara-Satara APMC,Local,5,111.41206505970808,20152.2,1007.6100000000001,19144.59,345,14040.0,5104.59
From Uttar Pradesh-Chandauli-Chandoli APMC to Haryana-Jhajar-Bahadurgarh APMC,FAQ,3,12.311076286463454,38002.8,1900.1400000000003,36102.66,880,31160.0,4942.6600000000035
From Karnataka-Kolar-Kolar APMC to Karnataka-Chamrajnagar-Gundlupet APMC,Local,4,585.9870974444303,17783.699999999997,889.185,16894.514999999996,280,11960.0,4934.514999999996
From Rajasthan-Jaipur-Jaipur (F&V) APMC to Haryana-Kaithal-Kaithal APMC,FAQ,3,116.7136161805674,19103.1,955.155,18147.945,320,13240.0,4907.945
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Rajasthan-Bikaner-Bikaner (F&V) APMC,Other,3,94.08670226917059,17321.7,866.085,16455.615,270,11640.0,4815.615000000002
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Ahmednagar-Rahuri APMC,Local,3,5.606410256410257,9968.7,498.43500000000006,9470.265000000001,55,4760.0,4710.265000000001
From Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC to Gujarat-Morbi-Morbi APMC,FAQ,3,93.13209280709282,10308.0,515.4,9792.6,70,5240.0,4552.6
From Punjab-Bhatinda-Bathinda APMC to Rajasthan-Ganganagar-Sriganganagar (F&V) APMC,Other,3,52.18985044128516,12217.8,610.89,11606.91,130,7160.0,4446.91
From Gujarat-Surat-Surat APMC to Gujarat-Navsari-Bilimora APMC,FAQ,3,412.0652707865611,10314.6,515.73,9798.87,75,5400.0,4398.870000000001
"From Gujarat-Anand-Anand(Veg,Yard,Anand) APMC to Gujarat-Navsari-Navsari APMC",Other,4,45.32145916140597,18516.300000000003,925.8150000000002,17590.485000000004,320,13240.0,4350.485000000004
"From Gujarat-Anand-Anand(Veg,Yard,Anand) APMC to Gujarat-Bharuch-Ankleshwar APMC",Other,4,55.26553792300744,11763.300000000001,588.1650000000001,11175.135,120,6840.0,4335.135
From Maharashtra-Pune-Pune(Manjri) APMC to Gujarat-Navsari-Navsari APMC,Local,3,32.42433620854897,18406.199999999997,920.31,17485.889999999996,320,13240.0,4245.889999999996
From Maharashtra-Pune-Pune APMC to Maharashtra-Satara-Satara APMC,Local,6,210.43355917366947,11328.9,566.445,10762.455,115,6680.0,4082.455
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Sangli-Islampur APMC,Local,5,6.312634168581537,19475.7,973.7850000000001,18501.915,360,14520.0,3981.915000000001
From Rajasthan-Sikar-Sikar APMC to Uttar Pradesh-Gonda-Nawabganj APMC,FAQ,3,29.271653711620676,34527.3,1726.3650000000002,32800.935000000005,810,28920.0,3880.935000000005
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Satara-Satara APMC,Local,6,4.048665977709294,16500.899999999998,825.045,15675.854999999998,280,11960.0,3715.8549999999977
From Gujarat-Morbi-Morbi APMC to Gujarat-Kheda-Nadiyad(Piplag) APMC,FAQ,3,4.352985739750446,16470.6,823.53,15647.069999999998,280,11960.0,3687.069999999998
"From Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC to Gujarat-Gandhinagar-Kalol(Veg,Market,Kalol) APMC",Local,4,10.033485843568197,15777.3,788.865,14988.435,260,11320.0,3668.4349999999995
From Maharashtra-Nashik-Nasik APMC to Gujarat-Mehsana-Mehsana(Mehsana Veg) APMC,Local,5,73.989800558866,23777.100000000002,1188.8550000000002,22588.245000000003,505,19160.0,3428.2450000000026
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Satara-Phaltan APMC,Local,3,11.438725490196077,12475.800000000001,623.7900000000001,11852.01,170,8440.0,3412.01
From Karnataka-Kolar-Mulabagilu APMC to Karnataka-Chamrajnagar-Gundlupet APMC,Local,4,191.3488909774436,17696.1,884.805,16811.295,330,13560.0,3251.2949999999983
From Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC to Gujarat-Gir Somnath-Talalagir APMC,FAQ,3,94.2210439978986,12630.599999999999,631.53,11999.069999999998,180,8760.0,3239.069999999998
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC,Local,6,15.470267946517948,18180.6,909.03,17271.57,345,14040.0,3231.5699999999997
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Uttar Pradesh-Balrampur-Balrampur APMC,FAQ,3,31.930837767390813,38810.700000000004,1940.5350000000003,36870.165,960,33720.0,3150.165000000001
From Uttar Pradesh-Raebarelli-Raibareilly APMC to Uttar Pradesh-Basti-Basti APMC,FAQ,3,6.332821824381926,13860.9,693.0450000000001,13167.855,220,10040.0,3127.8549999999996
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Sangli-Islampur APMC,Local,4,88.3774439102564,21594.9,1079.7450000000001,20515.155000000002,450,17400.0,3115.1550000000025
"From Haryana-Faridabad-New Grain Market , Faridabad APMC to Haryana-Fatehabad-Ratia APMC",Other,3,33.69492280930637,14770.5,738.5250000000001,14031.975,250,11000.0,3031.9750000000004
From Rajasthan-Sikar-Sikar APMC to Haryana-Mahendragarh-Narnaul-Mohindergarh APMC,FAQ,6,33.75939847189847,10712.699999999999,535.635,10177.064999999999,130,7160.0,3017.0649999999987
From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Maharashtra-Amarawati-Amrawati(Frui & Veg. Market) APMC,Local,5,24.853671655744193,17420.7,871.0350000000001,16549.665,330,13560.0,2989.665000000001
From Maharashtra-Pune-Pune APMC to Maharashtra-Nagpur-Hingna APMC,Local,3,204.45521554341227,30388.5,1519.4250000000002,28869.075,715,25880.0,2989.0750000000007
From Maharashtra-Nashik-Pimpalgaon APMC to Maharashtra-Pune-Khed(Chakan) APMC,Local,3,44.37465376701488,12346.8,617.34,11729.46,180,8760.0,2969.459999999999
From Rajasthan-Jaipur-Jaipur (F&V) APMC to Haryana-Hissar-Hansi APMC,FAQ,3,114.61274551915746,15687.899999999998,784.395,14903.504999999997,280,11960.0,2943.5049999999974
From Maharashtra-Pune-Pune(Moshi) APMC to Karnataka-Mysore-Nanjangud APMC,Local,3,52.351894848467936,36869.4,1843.4700000000003,35025.93,910,32120.0,2905.9300000000003
From Karnataka-Shimoga-Shimoga APMC to Karnataka-Bangalore-Ramanagara APMC,Local,3,29.770901319951886,17232.0,861.6,16370.4,330,13560.0,2810.3999999999996
From NCT of Delhi-Delhi-Keshopur APMC to Haryana-Kaithal-Kaithal APMC,FAQ,4,194.2454695767196,12023.4,601.17,11422.23,180,8760.0,2662.2299999999996
From Karnataka-Kolar-Chickkaballapura APMC to Karnataka-Chikmagalur-Chikkamagalore APMC,Local,3,10.617470535383966,16377.3,818.865,15558.435,310,12920.0,2638.4349999999995
From Rajasthan-Jaipur-Jaipur (F&V) APMC to Haryana-Sirsa-Sirsa APMC,FAQ,3,174.0575693103818,18024.9,901.2450000000001,17123.655000000002,360,14520.0,2603.6550000000025
From Maharashtra-Pune-Khed(Chakan) APMC to Karnataka-Mysore-Nanjangud APMC,Local,3,17.77639756105862,36878.1,1843.905,35034.195,920,32440.0,2594.1949999999997
From Karnataka-Kolar-Chintamani APMC to Maharashtra-Pune-Pune(Manjri) APMC,Local,3,49.50029909089107,38150.4,1907.5200000000002,36242.880000000005,960,33720.0,2522.8800000000047
From Maharashtra-Mumbai-Mumbai APMC to Maharashtra-Pune-Pune(Manjri) APMC,Local,3,169.6786685955481,11190.9,559.545,10631.355,160,8120.0,2511.3549999999996
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Rajasthan-Kota-Kota (F&V) APMC,Other,3,90.36092723929603,13022.4,651.12,12371.279999999999,215,9880.0,2491.279999999999
From Uttar Pradesh-Sonbhadra-Robertsganj APMC to Uttar Pradesh-Pratapgarh-Pratapgarh APMC,FAQ,3,11.311929576635459,12756.900000000001,637.8450000000001,12119.055000000002,210,9720.0,2399.055000000002
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Haryana-Sonipat-Gohana APMC,Other,6,41.59421341347348,28369.2,1418.46,26950.74,675,24600.0,2350.7400000000016
From Maharashtra-Ahmednagar-Sangamner APMC to Maharashtra-Nagpur-Kamthi APMC,Local,4,4.682815713698067,27979.8,1398.99,26580.809999999998,665,24280.0,2300.8099999999977
From Maharashtra-Pune-Pune(Moshi) APMC to Maharashtra-Satara-Satara APMC,Local,3,54.066057079901846,9948.9,497.445,9451.455,130,7160.0,2291.455
From Uttar Pradesh-Auraiya-Auraiya APMC to Uttar Pradesh-Balrampur-Balrampur APMC,FAQ,3,8.23243757542003,17686.199999999997,884.31,16801.889999999996,360,14520.0,2281.889999999996
From Karnataka-Kolar-Mulabagilu APMC to Karnataka-Mandya-K.R. Pet APMC,Local,3,188.63965293965293,13918.5,695.9250000000001,13222.575,250,11000.0,2222.5750000000007
From Uttar Pradesh-Azamgarh-Azamgarh APMC to Haryana-Jhajar-Bahadurgarh APMC,FAQ,3,23.083796028532873,36100.799999999996,1805.04,34295.759999999995,910,32120.0,2175.7599999999948
From Rajasthan-Sikar-Sikar APMC to Uttar Pradesh-Mathura-Kosikalan APMC,FAQ,5,34.86045750156937,16053.0,802.6500000000001,15250.35,315,13080.0,2170.3500000000004
From Maharashtra-Pune-Pune APMC to Maharashtra-Kolhapur-Kolhapur APMC,Local,4,198.29329899910658,13325.7,666.2850000000001,12659.415,235,10520.0,2139.415000000001
From Maharashtra-Kolhapur-Kolhapur APMC to Karnataka-Bangalore-Ramanagara APMC,Local,6,15.486818946146782,27130.8,1356.54,25774.26,645,23640.0,2134.2599999999984
From Gujarat-Dahod-Dahod(Veg. Market) APMC to Maharashtra-Nagpur-Hingna APMC,Local,3,3.550023320287019,29454.600000000002,1472.7300000000002,27981.870000000003,715,25880.0,2101.8700000000026
"From Rajasthan-Jaipur-Jaipur (F&V) APMC to Haryana-Karnal-New Grain Market(main), Karnal APMC",FAQ,3,123.96038750722961,16768.5,838.4250000000001,15930.075,340,13880.0,2050.0750000000007
From Uttar Pradesh-Auraiya-Auraiya APMC to Uttar Pradesh-Gonda-Nawabganj APMC,FAQ,3,8.380728185812933,16337.400000000001,816.8700000000001,15520.53,330,13560.0,1960.5300000000007
From Gujarat-Ahmedabad-Ahmedabad APMC to Gujarat-Porbandar-Porbandar APMC,FAQ,4,163.5783518615513,18984.9,949.2450000000001,18035.655000000002,410,16120.0,1915.6550000000025
From Maharashtra-Pune-Pune APMC to Maharashtra-Nagpur-Kamthi APMC,Local,3,197.60022988505747,32381.4,1619.0700000000002,30762.33,810,28920.0,1842.3300000000017
From Maharashtra-Kolhapur-Kolhapur APMC to Gujarat-Navsari-Navsari APMC,Local,3,8.025836931005353,25641.0,1282.0500000000002,24358.95,610,22520.0,1838.9500000000007
From Uttar Pradesh-Mirzapur-Ahirora APMC to Haryana-Gurgaon-Pataudi APMC,Other,4,98.09659523809523,35736.3,1786.8150000000003,33949.485,910,32120.0,1829.4850000000006
From Maharashtra-Pune-Pune APMC to Karnataka-Mysore-Nanjangud APMC,Local,3,204.79501260614927,35887.8,1794.3900000000003,34093.41,915,32280.0,1813.4100000000035
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Nagpur-Hingna APMC,Local,6,14.007591235127466,25761.600000000002,1288.0800000000002,24473.52,615,22680.0,1793.5200000000004
From Maharashtra-Pune-Junnar(Narayangaon) APMC to Maharashtra-Pune-Khed(Chakan) APMC,Local,3,217.8725183107371,8056.8,402.84000000000003,7653.96,90,5880.0,1773.96
From Rajasthan-Sikar-Sikar APMC to Uttar Pradesh-Bahraich-Bahraich APMC,FAQ,3,10.605519110751983,33978.0,1698.9,32279.1,860,30520.0,1759.0999999999985
From Rajasthan-Sikar-Sikar APMC to Gujarat-Kheda-Nadiyad(Piplag) APMC,FAQ,4,24.985490403934214,32121.0,1606.0500000000002,30514.95,810,28920.0,1594.9500000000007
From Maharashtra-Kolhapur-Kolhapur APMC to Maharashtra-Satara-Satara APMC,Local,3,12.305686826843413,9364.5,468.225,8896.275,135,7320.0,1576.2749999999996
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Jalgaon-Jalgaon APMC,Local,5,89.96733471933472,13512.6,675.6300000000001,12836.970000000001,260,11320.0,1516.9700000000012
From Maharashtra-Nashik-Nasik APMC to Maharashtra-Ahmednagar-Ahmednagar APMC,Local,3,127.70590950151927,10095.9,504.795,9591.105,160,8120.0,1471.1049999999996
From Karnataka-Shimoga-Shimoga APMC to Karnataka-Chamrajnagar-Gundlupet APMC,Local,3,25.868961415433827,16158.9,807.945,15350.955,340,13880.0,1470.955
From Uttar Pradesh-Auraiya-Auraiya APMC to Haryana-Hissar-Hansi APMC,FAQ,3,3.139463969342018,22684.2,1134.21,21549.99,535,20120.0,1429.9900000000016
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Ahmednagar-Sangamner APMC,Local,5,13.571506466797421,15366.300000000001,768.315,14597.985,320,13240.0,1357.9850000000006
From Uttar Pradesh-Auraiya-Auraiya APMC to Haryana-Faridabad-Ballabhgarh APMC,FAQ,3,12.763287849252762,18561.9,928.0950000000001,17633.805,415,16280.0,1353.8050000000003
"From Rajasthan-Udaipur-Udaipur (F&V) APMC to Haryana-Faridabad-New Grain Market , Faridabad APMC",Other,4,11.927432555770023,26628.3,1331.415,25296.885,655,23960.0,1336.8849999999984
From Maharashtra-Pune-Pune APMC to Gujarat-Mehsana-Mehsana(Mehsana Veg) APMC,Local,3,192.61893471754584,26122.5,1306.125,24816.375,640,23480.0,1336.375
From Maharashtra-Nashik-Pimpalgaon APMC to Maharashtra-Nagpur-Nagpur APMC,Local,6,356.0769422119877,28643.1,1432.155,27210.945,715,25880.0,1330.9449999999997
From Maharashtra-Nashik-Pimpalgaon APMC to Maharashtra-Chattrapati Sambhajinagar-Chattrapati Sambhajinagar APMC,Local,4,150.21959807433944,10952.4,547.62,10404.779999999999,190,9080.0,1324.7799999999988
From Uttar Pradesh-Jaunpur-Jaunpur APMC to Uttar Pradesh-Basti-Basti APMC,FAQ,3,35.926581196581196,10467.6,523.38,9944.220000000001,180,8760.0,1184.2200000000012
From Maharashtra-Pune-Pune APMC to Maharashtra-Sangli-Islampur APMC,Local,3,208.4961823966066,10764.3,538.215,10226.085,190,9080.0,1146.0849999999991
From Uttar Pradesh-Sonbhadra-Robertsganj APMC to Haryana-Jhajar-Bahadurgarh APMC,FAQ,3,14.664928600571194,36003.0,1800.15,34202.85,940,33080.0,1122.8499999999985
From Uttar Pradesh-Sitapur-Viswan APMC to Uttar Pradesh-Basti-Basti APMC,FAQ,3,3.6295588235294116,10876.5,543.825,10332.675,195,9240.0,1092.6749999999993
From Gujarat-Surat-Surat APMC to Gujarat-Morbi-Morbi APMC,FAQ,4,369.20396451302287,18792.0,939.6,17852.4,430,16760.0,1092.4000000000015
